"종목코드","cb_all","label_all","category","title1","date","news","urls","label_pred","year","매출액","자산총계","영업이익률","부채비율","EPS","buliding","buildingyear"
23530,"롯데쇼핑",10803,"대규모매도","롯데쇼핑, 신동빈 회장 블록딜 소식에 '약세'",2017-11-22,"[이데일리 정수영 기자] 롯데쇼핑은 전날 신동빈 롯데그룹 회장이 보유하고 있는 지분 매각 소식에 22일 장초반 약세다. 이날 오전 9시6분 현재 유가증권시장에서 롯데쇼핑은 전날보다 3.78% 떨어진 21만6500원에 거래되고 있다. 전날 롯데쇼핑은 신 회장이 롯데쇼핑 지분 3.57%(100만2883주)를시간 외 대량매매(블록딜) 방식으로 2146억원에 매각했다고 공시했다. 지난달 출범한 그룹 지주사 롯데지주의 지분을 확대하기 위해 실탄 마련에 나선 것으로 풀이된다.주당 매각가격은 21만4000원으로 이날 종가(22만5000원)보다 4.88% 낮은 가격이다. 이번 매각으로 신 회장의 롯데쇼핑 지분율은 13.46%에서 9.89%로 줄어든다. 신 회장은 매각대금으로 10.51%인 롯데지주 지분율을 끌어올릴 것으로 예상된다. 롯데정보통신(2.4%), 한국후지필름(3.8%), 대홍기획(1.1%) 등이 롯데지주 주식을 신 회장에게 매각할 가능성이 높다. 이들 계열사는 롯데지주가 출범하는 과정에서 이 회사 지분을 취득, 이 과정에서 신규 순환출자 고리도 생겨났다. 공정거래법상 순환출자 고리가 새로 형성되면 6개월 안에 해소하게 돼 있어 롯데지주는 내년 4월까지 이 고리를 끊어야 한다.정수영 (grassdew","https://finance.naver.com/news/market_special_read.nhn?article_id=0003975995&office_id=018&type=title&keyword=","비리의혹",2017,241143,419159,3.16,142.79,5341,"1970.07.02",1970
23530,"롯데쇼핑",7713,"실적부진","롯데쇼핑, 4분기 실적 부진에 하락",2018-02-09,"[머니투데이 오정은 기자] 롯데쇼핑이 4분기 실망스러운 실적에 약세를 보이고 있다. 9일 오전 9시1분 현재 코스피 시장에서 롯데쇼핑은 전일대비 3% 내린 24만2500원에 거래 중이다. 이남준 KTB투자증권 연구원은 ""롯데쇼핑의 4분기 영업이익은 전년동기 대비 25.9% 감소한 2690억원으로 1회성인 중국HK 분양수익 662억원을 제거하면 시장 예상치를 하회했다""며 ""본업 유통 사업부문에서 매출 성장세가 뚜렷하게 보이지 않으며 회사 노력에도 비용절감 효과가 크게 없어 구조적 성장에 대한 의구심이 해소되지 않고 있다""고 말했다. 이어 “1주당 5200원의 현금배당을 결정했는데 시가배당율 2.1% 수준으로 유통업체 중 높은 수준”이라며 “우호적인 배당정책으로 주주가치 제고에 노력한 점은 긍정적이나 본업 성장 모멘텀 둔화로 주가는 당분간 횡보 가능성이 높다”고 설명했다. ","https://finance.naver.com/news/market_special_read.nhn?article_id=0004006625&office_id=008&type=title&keyword=","실적부진",2018,181799,279485,2.92,109.33,-4437,"1970.07.02",1970
23530,"롯데쇼핑",15183,"제도적이슈","최저임금 인상 소식에 대형마트 편의점주 4~5% 하락",2017-07-17,"내년 최저임금이 7350원으로 책정됐다는 소식에 편의점과 할인마트 사업을 하는 관련주 주가가 4~5% 하락하고 있다.17일 오전 10시 20분 현재 이마트(139480)의 주가는 전날보다 1만1500원(4.71%) 하락한 23만30000원에 거래되고 있다. 편의점 GS25를 보유한 GS리테일(007070)은 전날보다 2900원(5.86%) 내린 4만6600원, 편의점 CU를 보유한 BGF리테일(027410)은 전날보다 4500원(4.64%) 내린 9만2000원을 기록하고 있다.유통사업 롯데마트를 진행하는 롯데쇼핑(023530)의 주가는 2% 가량 하락 중이다. 증시 전문가들은 롯데쇼핑은 인터넷 쇼핑 사업도 함께 하고 있어 하락률이 덜한 것으로 분석했다.15일 최저임금위원회는 내년도 최저임금을 올해보다 16.4% 올린 7530원으로 결정했다고 발표했다. 증시 전문가들은 아르바이트 임금 등에 부담을 느끼는 편의점 점주들의 수익성 악화가 예상된다고 전망했다. 상황이 이렇게 되면 본사 차원의 지원책이 필요하기 때문에 궁극적으로 편의점 본사 기업실적에 영향을 미칠 것이라는 전망이다.남성현 한화투자증권 연구원은 “일 매출 185만원인 편의점 가맹점주의 월 수익을 400만원 전후라고 가정할 때, 최저임금이 이대로 시행되면 2020년쯤엔 편의점주의 실적이 절반으로 줄어들 것”이라고 전망했다.다만 이번 주가 하락을 오히려 매수 기회로 삼으라는 분석도 나왔다. 양지혜 메리츠종금증권 연구원은 “편의점주는 여전히 글로벌 경쟁사 대비 주가 수준이 싼 편이고, 나올만한 악재는 모두 나왔다”며 “오히려 정부 차원의 세제지원책 등은 반영이 안 된 상황이라 과도한 주가 하락은 오히려 매수 기회”라고 말했다.[연지연 기자 actress","https://finance.naver.com/news/market_special_read.nhn?article_id=0000376350&office_id=366&type=title&keyword=","제도적이슈",2017,241143,419159,3.16,142.79,5341,"1970.07.02",1970
23530,"롯데쇼핑",17505,"고점논란","롯데그룹株, 너무 많이 올랐나?…동반 하락",2017-04-28,"[이데일리 정수영 기자] 지주사 전환 기대감에 큰 폭으로 올랐던 롯데그룹주가 28일 동반 하락세다. 이날 오전 9시28분 현재 롯데칠성(005300)은 전날보다 4.68% 떨어진 173만원에 거래되고 있다. 롯데쇼핑(023530)은 유가증권시장에서 전날보다 2.99% 떨어진 26만0000원을 기록중이다. 롯데제과(004990)(-3.04%), 롯데푸드(002270)(-0.92%) 등도 약세다. 롯데그룹주는 지주사 전환 기대감으로 최근 큰 폭으로 상승했다. 롯데 4개 계열사는 이사회에서 분할·합병 등 지주회사 설립 추진을 결의했다고 밝혔다. 분할·합병은 롯데제과에서 인적분할된 롯데제과 투자부문(존속법인)이 각각 분할된 롯데쇼핑 투자부문, 롯데칠성 음료 투자부문, 롯데푸드 투자부문을 흡수 합병하는 방식으로 진행될 예정이다.정수영 (grassdew","https://finance.naver.com/news/market_special_read.nhn?article_id=0003811684&office_id=018&type=title&keyword=","재상장",2017,241143,419159,3.16,142.79,5341,"1970.07.02",1970
23530,"롯데쇼핑",7342,"비리의혹","롯데그룹주, 신동빈 회장 구속 소식에 동반 하락세",2018-02-14,"신동빈 롯데그룹 회장의 법정구속 소식에 롯데그룹주가 14일 동반 하락세를 보이고 있다.그룹 지주사인 롯데지주(004990)는 이날 오전 9시56분 현재 유가증권 시장에서 전 거래일보다 4.67% 하락한 6만3300원에 거래되고 있다.롯데칠성(005300)(-3.13%), 롯데손해보험(000400)(-3.04%), 롯데하이마트(071840)(-2.68%), 롯데푸드(002270)(-2.49%), 롯데쇼핑(023530)(-0.68%), 현대정보기술(026180)(-0.45%), 롯데정밀화학(004000)(-0.14%) 등 다른 계열사주도 모두 내림세다.신동빈 회장의 구속이 악재가 됐다. 전날 서울중앙지법 형사합의22부(김세윤 부장판사)는 뇌물 공여 혐의로 기소된 신 회장에게 징역 2년 6개월의 실형을 선고하고 법정 구속했다.뇌물공여액으로 평가된 70억원은 추징했다.[김유정 기자 kyj","https://finance.naver.com/news/market_special_read.nhn?article_id=0000399029&office_id=366&type=title&keyword=","비리의혹",2018,181799,279485,2.92,109.33,-4437,"1970.07.02",1970
23530,"롯데쇼핑",11753,"재상장","롯데그룹주, 거래재개 첫날 대부분 약세",2017-10-30,"지주사 체제로 전환을 완료한 뒤 이날 거래가 재개된 롯데그룹주가 대체로 하락세다.30일 오전 9시 16분 현재 롯데지주는 전 거래일 대비 0.47%(300원) 하락한 6만3700원에 거래 중이다. 롯데푸드(002270)는 0.17% 하락한 59만4000원에, 롯데쇼핑(023530)은 5.31% 내린 21만4000원에 거래되고 있다. 다만, 롯데칠성(005300)은 0.14% 소폭 상승한 135만5000원을 기록하고 있다.롯데그룹은 지난 4월 지주회사 체제로 전환하기 위해 롯데제과, 롯데쇼핑, 롯데칠성, 롯데푸드 등 4개 계열사의 기업분할과 합병을 의결한 뒤 이달 12일 지주회사 설립이 완료돼 이날 신규상장 및 거래재개됐다.최남곤 연구원은 “상장 초기 오버행(대량대기매물) 이슈 등에 따른 최대 저점은 시가총액 3조6000억원(주당 4만9000원) 수준”이라면서도 “상표권 수취, 주요 자회사 기업공개(IPO), 금융 계열사 매각을 통한 현금 유입 등을 통해 기업 가치가 커질 것”이라고 말했다.최 연구원은 이어 “자회사 보유 롯데 지분 매각, 오너 보유 사업회사 지분 현물출자, 금융 계열사 지분 매각, 자회사 IPO 등이 진행되는 과정에서 신동빈 롯데그룹 회장은 최대한 롯데지주 지분을 확보해야 해 롯데지주 주가가 낮게 유지되는 것이 유리하다”며 “롯데지주 지분율을 최대한 높이는 것도 유리해 상장 직후 롯데지주 주가 하락, 롯데 사업회사 주가 상승 시나리오가 제기되고 있다”고 설명했다.[이선목 기자 letswin","https://finance.naver.com/news/market_special_read.nhn?article_id=0000387166&office_id=366&type=title&keyword=","재상장",2017,241143,419159,3.16,142.79,5341,"1970.07.02",1970
23530,"롯데쇼핑",12987,"기타","롯데쇼핑, 中 마트 매각 난항 우려 '약세'",2017-09-18,"[이데일리 함정선 기자] 롯데쇼핑(023530)이 중국 롯데마트를 헐값에 매각할 수 있다는 우려에 약세를 나타내고 있다. 18일 오전 9시8분 현재 롯데쇼핑은 전일 대비 2.14%(7500원) 내린 23만1000원에 거래되고 있다. 롯데쇼핑은 지난 15일 중국의 사드(고고도미사일 방어체계) 보복에 따른 타격에 중국 내 마트 시장 철수를 선언하고 강세를 보였으나 하루 만에 약세로 돌아섰다. 중국의 화롄 그룹에 점포 매각을 제안했으나 협상이 결렬됐다는 소식 때문이다. 특히 중국 기업들은 사드 보복 등을 이유로 롯데마트 인수에 대해 부정적인 반응을 보이고 있는 것으로 알려졌다. 이 때문에 시장에서는 롯데쇼핑의 중국 마트 매각이 난항을 겪거나 헐값에 매각될 수도 있다는 우려가 나오고 있다.함정선 (mint","https://finance.naver.com/news/market_special_read.nhn?article_id=0003925600&office_id=018&type=title&keyword=","비리의혹",2017,241143,419159,3.16,142.79,5341,"1970.07.02",1970
23530,"롯데쇼핑",16857,"기타","롯데그룹주, 지주사 전환 불확실성에 약세",2017-05-23,"롯데그룹이 지주사 전환에 대한 불확실성 확대에 동반 약세다.23일 오전 9시 24분 현재  롯데쇼핑(023530)은 전날보다 2.01%(5500원) 내린 26만8000원에 거래되고 있다. 롯데제과(004990)도 1.63% 하락했고, 롯데푸드(002270)와 롯데칠성(005300)은 각각 1.53%, 1.30% 내렸다. 이외 롯데하이마트(071840)와 롯데케미칼(011170), 롯데손해보험(000400)등도 소폭 하락 중이다.신동빈 롯데그룹 회장과 그룹 경영권 분쟁 중인 신동주 전 일본 롯데홀딩스 부회장은 전날 서울중앙지방법원에 롯데제과, 롯데쇼핑, 롯데칠성, 롯데푸드 4개 회사 분할·합병을 위한 주주총회 결의를 금지해달라는 가처분 신청서를 제출했다.[이선목 기자 letswin","https://finance.naver.com/news/market_special_read.nhn?article_id=0000370286&office_id=366&type=title&keyword=","비리의혹",2017,241143,419159,3.16,142.79,5341,"1970.07.02",1970
23600,"삼보판지",6226,"실적부진","삼보판지, 지난해 영업익 76.6억 전년비 55.9%↓ㆍ주당 50원 현금배당",2018-03-07,"[헤럴드경제=증권팀] 삼보판지는 지난해 연결기준 영업이익이 76억6243만원으로 전년대비 55.9% 감소했다고 7일 공시했다.같은 기간 매출액은 3238억5891만원으로 0.8% 줄었고 당기순이익은 89억3704만원으로 77.8% 감소한 것으로 집계됐다.삼보판지는 또, 보통주 1주당 50원의 현금 결산배당을 결정했다.시가배당율은 0.7%이며 배당금총액은 6억9747만원이다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001362838&office_id=016&type=title&keyword=","실적부진",2018,3239,5118,2.37,70.79,486,"1981.07.23",1981
23900,"풍국주정",8785,"실적부진","풍국주정, 지난해 영업익 113억 전년비 1.7%↓ㆍ주당 270원 현금배당",2018-01-23,"[헤럴드경제=증권팀] 풍국주정공업은 지난해 연결기준 영업이익이 113억1343만원으로 전년대비1.7%감소했다고 23일 공시했다.같은 기간 매출액은 1075억5408만원으로 11.1% 늘어난 것으로 나타났다.당기순이익은 145억3198만원으로 54.4% 증가한 것으로 집계됐다.풍국주정공업은 또, 보통주 1주당 270원의 현금 결산배당을 결정했다고 공시했다.시가배당율은 1.91%이며 배당금총액은 34억200만원이다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001344570&office_id=016&type=title&keyword=","실적부진",2018,1076,1628,10.52,24.64,1124,"1954.02.27",1954
24110,"기업은행",14554,"제도적이슈","은행株, 8·2부동산 대책 우려에 일제히 하락",2017-08-03,"[이데일리 윤필호 기자] 은행주가 일제히 하락세다. 정부가 8·2부동산 대책으로 내놓은 규제에 따른 실적 악화 우려로 보인다.3일 BNK금융지주(138930)를 비롯해 기업은행(024110) KB금융(105560) 신한지주(055550) 등 은행관련주는 전 거래일 대비 일제히 하락했다.이는 정부의 8·2부동산대책으로 은행의 실적 악화 가능성이 제기됐기 때문이다. 정부는 다주택자에 대한 규제 강화를 내세워 투기지역 내 총부채상환비율(LTV)과 담보인정비율(DTI) 규제를 강화했다. 또 주택담보대출 회수까지 제한했다. 그러자 금융권에서는 가계대출이 감소로 인한 수익 악화 우려가 제기됐다.하지만 전문가들은 실제로 악화 가능성이 낮다고 지적했다. 최정욱 대신증권 연구원은 “대책 발표로 당분간 은행 외형 성장은 더욱 둔화되겠지만 수익성에 미치는 영향은 미미할 것”이라고 판단했다.원재웅 NH투자증권 연구원은 “정부의 8·2 부동산 대책으로 투기과열지구와 투기지역 주택담보대출인정비율(LTV)과 총부채상환비율(DTI)이 각각 40%로 낮아지고 주택담보대출이 이미 1건 있으면 10%포인트 더 낮아진다”며 “이는 부동산 투기 자체를 막겠다는 의도”라고 설명했다. 이어 “부동산 대책으로 단기적으로 주택담보대출 규모는 줄어들 수밖에 없으나 은행산업에 미치는 영향은 제한적”이라며 “은행은 작년 11월부터 금융당국 규제에 맞춰 가계대출을 줄여왔고 이를 상쇄하기 위해 중소기업(소호 포함) 대출을 늘리고 있는 상황”이라고 강조했다.윤필호 (nothing","https://finance.naver.com/news/market_special_read.nhn?article_id=0003889738&office_id=018&type=title&keyword=","제도적이슈",2017,152777,2568514,10.03,1323.2,1762,"1961.07.25",1961
24110,"기업은행",12652,"제도적이슈","은행주, 연체금리 규제 리스크 부각에 3%대 급락",2017-09-26,"[이데일리 최정희 기자] 은행주가 금융당국의 연체금리 규제 리스크에 3%대 급락하고 있다. 26일 마켓포인트에 따르면 이날 오전 9시 44분 현재 코스피 상장 은행주가 3.56% 하락하고 있다. 우리은행(000030)과 기업은행(024110)이 3%대 하락중이고 광주은행(192530)과 제주은행(006220)도 2%대 하락세다. 은행지주회사인 KB금융(105560)과 신한지주(055550)는 각각 4%대, 3%대 하락중이다. 하나금융지주(086790)는 무려 5%대 하락하고 있다. 메리츠종금증권은 이날 보고서에서 “전일 금융당국이 ‘소비자 중심 금융개혁 우선 추진과제’를 발표했는데 이중 연체금리 산정체계가 포함됐다”며 “현재 4대 시중은행의 평균 가계대출 연체율은 0.24%(6월말)로 연체금리 인하에 따른 수익성 훼손은 극히 제한적일 것으로 보이지만 규제 리스크 부각에 은행주 투자심리가 위축될 것”이라고 밝혔다. 실제로 이날 외국인투자자들은 하나금융지주와 신한지주를 각각 26억원, 19억원 가량 순매도하고 있다. 우리은행도 17억원 가량 팔아치우고 있다.최정희 (jhid0201","https://finance.naver.com/news/market_special_read.nhn?article_id=0003932261&office_id=018&type=title&keyword=","제도적이슈",2017,152777,2568514,10.03,1323.2,1762,"1961.07.25",1961
24740,"한일단조",6037,"실적부진","한일단조, 지난해 영업익 6.4억…전년비 87%↓",2018-03-09,"[헤럴드경제=증권팀] 한일단조공업은 지난해 연결기준 영업이익이 6억4131만원으로 전년대비 87% 감소했다고 9일 공시했다.같은 기간 매출액은 1332억6725만원으로 10.2% 늘어난 것으로 나타났다.당기순이익은 21억2949만원의 손실을 기록해 적자전환했다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001363914&office_id=016&type=title&keyword=","실적부진",2018,1333,2312,0.48,153,-141,"1966.05.16",1966
24810,"이화전기",1172,"고점논란","남북 경협주, 차익실현 매물에 대부분 약세",2018-06-05,"【서울=뉴시스】김형섭 기자 = 역사적인 북미 정상회담 시간이 확정됐지만 남북 경협주는 5일 차익실현 매물로 대부분 약세다.이날 오전 9시22분 유가증권시장에서 현대시멘트(006390)는 전 거래일 대비 7.52%(5100원) 떨어진 6만2700원에 거래되고 있다. 현대엘리베이터(017800)는 1.24%(1500원) 내린 11만9500원을 가리키고 있다.개성공단에 철골 공장을 만드는 남광엔케이를 갖고 있어 건설종목에서 남북 경협주로 주목받던 남광토건(001260)도 전 거래일 대비 5.12% 떨어진 2만4100원에 거래 중이다.남북 철도 협력 사업 수혜주로 꼽히며 주가가 급등했던 현대로템(064350)은 사모펀드 모건스탠리PE의 블록딜 여파까지 더해지면서 8.14%(3300원) 떨어진 3만7250원을 가리키고 있다.철도 차량용 제품을 생산하는 대호에이엘(069460)도 전 거래일보다 8.45%(620원) 떨어진 6720원을 가리키고 있다. 대아티아이(045390, -5.46%), 에코마이스터(064510, -4.73%), 부산산업(011390, -11.27%), 동일제강(002690, -1.56%) 등 다른 남북 철도협력 관련주들도 일제히 약세다.남북러 가스관 연결 사업 테마주로 꼽히는 하이스틸(071090, -5.57%), 동양철관(008970, -4.18%), 대동스틸(048470, -4.06%) 등도 하락 중이다.남북 농업 협력에 대한 기대감으로 주가가 올랐던 아시아종묘(154030, -3.45%)와 효성오앤비(097870, -1.17%)도 약세를 면치 못하고 있으며 북한 희토류 관련주로 꼽히는 혜인(003010)도 5.53% 하락 중이다.아스팔트 콘크리트 업체 SG(255220, -6.64%), 남북 산림협력 수혜주로 꼽히던 이건산업(008250, -2.23%)도 약세다.또 재영솔루텍(049630, -2.97%), 제이에스티나(026040, -1.11%), 제룡전기(033100, -3.63%), 제룡산업(147830, -2.03%), 이화전기(024810, -0.95%), 좋은사람들(033340, -3.97%), 신원(009270, -2.52%) 등 개성공단 관련 종목들도 하락 중이다.한편 세라 허커비 샌더스 백악관 대변인은 4일(현지시간) 정례 브리핑을 통해 북미 정상회담이 오는 12일 싱가포르에서 현지 시간으로 오전 9시(한국시간 오전 10시)에 열린다고 밝혔다.ephites","https://finance.naver.com/news/market_special_read.nhn?article_id=0008634978&office_id=003&type=title&keyword=","고점논란",2018,474,1130,0.97,8.46,17,"1965.06.03",1965
24840,"갑을메탈",15672,"대규모매도","갑을메탈, 최대주주 지분매각 추진에 `약세`",2017-06-30,"[이데일리 이후섭 기자] 갑을메탈(024840)이 최대주주 지분 매각 추진 소식에 하락세다.30일 오전 9시24분 현재 갑을메탈은 전날대비 115원(4.14%) 내린 2660원에 거래되고 있다.갑을메탈은 한국거래소의 최대주주 지분매각 추진 관련 조회공시 요구에 대해 “최대주주인 갑을오토텍에 확인 결과 보유지분을 그룹내 계열사에 매각할 것을 내부적으로 논의중에 있으나 아직 구체적으로 확정된 사항은 없다”며 “추후 구체적인 내용이 확정되는 시점 또는 1개월 이내에 재공시 하겠다”고 전날 답변했다.이후섭 (dlgntjq","https://finance.naver.com/news/market_special_read.nhn?article_id=0003863073&office_id=018&type=title&keyword=","대규모매도",2017,3584,1560,2.55,238.79,139,"1987.02.25",1987
25870,"신라에스지",8867,"실적부진","신라에스지, 지난해 영업익 11.6억 전년비 9.2%↓",2018-01-22,"[헤럴드경제=증권팀] 신라에스지는 지난해 연결기준 영업이익이 11억6664만원으로 전년대비 9.2%감소했다고22일 공시했다.같은 기간 매출액은 819억8438만원으로 1.8% 늘어난 것으로 나타났다.당기순이익은 1억1902만원으로 66.9% 감소한 것으로 집계됐다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001344050&office_id=016&type=title&keyword=","실적부진",2018,820,502,1.36,215.03,59,"1977.08.18",1977
26040,"제이에스티나",1172,"고점논란","남북 경협주, 차익실현 매물에 대부분 약세",2018-06-05,"【서울=뉴시스】김형섭 기자 = 역사적인 북미 정상회담 시간이 확정됐지만 남북 경협주는 5일 차익실현 매물로 대부분 약세다.이날 오전 9시22분 유가증권시장에서 현대시멘트(006390)는 전 거래일 대비 7.52%(5100원) 떨어진 6만2700원에 거래되고 있다. 현대엘리베이터(017800)는 1.24%(1500원) 내린 11만9500원을 가리키고 있다.개성공단에 철골 공장을 만드는 남광엔케이를 갖고 있어 건설종목에서 남북 경협주로 주목받던 남광토건(001260)도 전 거래일 대비 5.12% 떨어진 2만4100원에 거래 중이다.남북 철도 협력 사업 수혜주로 꼽히며 주가가 급등했던 현대로템(064350)은 사모펀드 모건스탠리PE의 블록딜 여파까지 더해지면서 8.14%(3300원) 떨어진 3만7250원을 가리키고 있다.철도 차량용 제품을 생산하는 대호에이엘(069460)도 전 거래일보다 8.45%(620원) 떨어진 6720원을 가리키고 있다. 대아티아이(045390, -5.46%), 에코마이스터(064510, -4.73%), 부산산업(011390, -11.27%), 동일제강(002690, -1.56%) 등 다른 남북 철도협력 관련주들도 일제히 약세다.남북러 가스관 연결 사업 테마주로 꼽히는 하이스틸(071090, -5.57%), 동양철관(008970, -4.18%), 대동스틸(048470, -4.06%) 등도 하락 중이다.남북 농업 협력에 대한 기대감으로 주가가 올랐던 아시아종묘(154030, -3.45%)와 효성오앤비(097870, -1.17%)도 약세를 면치 못하고 있으며 북한 희토류 관련주로 꼽히는 혜인(003010)도 5.53% 하락 중이다.아스팔트 콘크리트 업체 SG(255220, -6.64%), 남북 산림협력 수혜주로 꼽히던 이건산업(008250, -2.23%)도 약세다.또 재영솔루텍(049630, -2.97%), 제이에스티나(026040, -1.11%), 제룡전기(033100, -3.63%), 제룡산업(147830, -2.03%), 이화전기(024810, -0.95%), 좋은사람들(033340, -3.97%), 신원(009270, -2.52%) 등 개성공단 관련 종목들도 하락 중이다.한편 세라 허커비 샌더스 백악관 대변인은 4일(현지시간) 정례 브리핑을 통해 북미 정상회담이 오는 12일 싱가포르에서 현지 시간으로 오전 9시(한국시간 오전 10시)에 열린다고 밝혔다.ephites","https://finance.naver.com/news/market_special_read.nhn?article_id=0008634978&office_id=003&type=title&keyword=","고점논란",2018,1399,1099,-0.03,52.53,-220,"1988.04.02",1988
26150,"특수건설",1752,"대규모매도","특수건설, 주요 경영진 지분 매도…4% 하락",2018-05-24,"[아시아경제 조호윤 기자]특수건설이 주요 경영진들의 지분 매도 소식에 하락세다.24일 오전 9시55분 현재 특수건설은 전 거래일보다 4% 내린 1만800원에 거래되고 있다.전날 장 마감 후 공개된 '임원 및 주요 주주들의 주식 소유 상황 보고서'가 주가 하락에 영향을 준 것으로 풀이된다.해당 보고서에 따르면, '10% 이상 주주'인 김도헌 사장은 이달 17일 2만주를, '사실상 지배주주'인 김중헌 부회장은 같은 달 15일 8만2020주를 장내 매도한 것으로 나타났다. 처분 규모는 각각 약 2억3400만원, 9억6600만원이다.조호윤 기자 hodoo","https://finance.naver.com/news/market_special_read.nhn?article_id=0004244177&office_id=277&type=title&keyword=","대규모매도",2018,1311,1176,2.03,80.4,44,"1971.05.31",1971
26150,"특수건설",15742,"비리의혹","특수건설 등 불성실공시법인 4종목 '약세'",2017-06-28,"[이데일리 정수영 기자] 특수건설 등 불성실공시법인으로 지정된 종목이 28일 모두 약세다. 한국거래소는 전날 장 종료 후 특수건설(026150), 에이티젠(182400), 에스에프씨(112240), 코나아이(052400) 4종목을 불성실공시법인으로 지정했다. 이날 오전 9시44분 현재 특수건설은 전날보다 3.42% 빠진 5360원에 거래되고 있다. 에이티젠(182400)(-3.63%), 에스에프씨(-1.89%), 코나아이(-3.98%)도 약세다. 불성실공시법인으로 지정되면정수영 (grassdew","https://finance.naver.com/news/market_special_read.nhn?article_id=0003861220&office_id=018&type=title&keyword=","비리의혹",2017,1381,1180,0.48,84.32,-694,"1971.05.31",1971
26180,"현대정보기술",7342,"비리의혹","롯데그룹주, 신동빈 회장 구속 소식에 동반 하락세",2018-02-14,"신동빈 롯데그룹 회장의 법정구속 소식에 롯데그룹주가 14일 동반 하락세를 보이고 있다.그룹 지주사인 롯데지주(004990)는 이날 오전 9시56분 현재 유가증권 시장에서 전 거래일보다 4.67% 하락한 6만3300원에 거래되고 있다.롯데칠성(005300)(-3.13%), 롯데손해보험(000400)(-3.04%), 롯데하이마트(071840)(-2.68%), 롯데푸드(002270)(-2.49%), 롯데쇼핑(023530)(-0.68%), 현대정보기술(026180)(-0.45%), 롯데정밀화학(004000)(-0.14%) 등 다른 계열사주도 모두 내림세다.신동빈 회장의 구속이 악재가 됐다. 전날 서울중앙지법 형사합의22부(김세윤 부장판사)는 뇌물 공여 혐의로 기소된 신 회장에게 징역 2년 6개월의 실형을 선고하고 법정 구속했다.뇌물공여액으로 평가된 70억원은 추징했다.[김유정 기자 kyj","https://finance.naver.com/news/market_special_read.nhn?article_id=0000399029&office_id=366&type=title&keyword=","비리의혹",2018,1574,1785,1.89,255.54,17,"1989.05.15",1989
27390,"한화갤러리아타임월드",15192,"비리의혹","`면제점 특혜` 한화갤러리아타임월드, 52주 신저가",2017-07-17,"[이데일리 정수영 기자] 면세점 선정 비리 논란을 빚고 있는 한화갤러리아타임월드(027390)가 17일 52주 신저가를 기록했다.이날 오전 9시 20분 현재 유가증권시장에서 한화갤러리아타임월드는 전 거래일과 보합(0.00%)인 2만8150원에 거래중이다. 장 시작과 함께 2만7800원(-1.24%)까지 하락하며 52주 신저가를 기록했다.최근 감사원은 지난 2015년 1·2차 서울 시내면세점 심사 당시 관세청이 한화갤러리아에 특혜를 줘 관세청사업자로 선정된 것으로 드러났다고 감사 결과를 밝혔다. 이후 주가 하락세가 이어지고 있다.정수영 (grassdew","https://finance.naver.com/news/market_special_read.nhn?article_id=0003875770&office_id=018&type=title&keyword=","비리의혹",2017,2848,4840,-4.32,96.84,-3109,"1979.05.30",1979
27390,"한화갤러리아타임월드",14351,"실적부진","한화갤러리아타임월드, 면세점 적자 우려속 '52주 신저가'",2017-08-09," 한화갤러리아타임월드가 면세점이 적자를 지속할 것이란 우려속 하락세를 지속하고 있다.  9일 오전 10시40분 현재 한화갤러리아타임월드는 전날보다 0.72% 하락한 2만7700원을 기록 중이다.  이날 김규리 신한금융투자 연구원은 ""한화갤러리아타임월드가 지난 2·4분기 92억원의 영업손실을 기록해 적자를 이었다""며 ""중국인 입국자수 감소로 올해 면세점 부문에서 367억원의 적자가 예상되고, 서울면세점에서 향후 2년간 적자가 지속될 것""으로 전망했다.   pja","https://finance.naver.com/news/market_special_read.nhn?article_id=0003856260&office_id=014&type=title&keyword=","실적부진",2017,2848,4840,-4.32,96.84,-3109,"1979.05.30",1979
27390,"한화갤러리아타임월드",1239,"유상증자","한화갤러리아타임월드, 대규모 BW 발행 소식에 약세",2018-06-04,"한화갤러리아타임월드가 대규모 신주인수권부사채(BW) 발행 소식에 약세를 보이고 있다.4일 오전 9시 28분 현재 한화갤러리아타임월드는 전일 대비 2150원(4.33%) 내린 4만7550원에 거래되고 있다.지난 1일 한화갤러리아타임월드는 운영자금과 기타자금 조달을 위해 총 500억원 규모의 무보증 공모 분리형 신주인수권부사채 발행을 결정했다고 공시했다. 사채의 표면이자율과 만기이자율은 모두 0%다. 사채 만기일은 2021년 6월 22일이다.[디지털뉴스국 고득관 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004162139&office_id=009&type=title&keyword=","유상증자",2018,3307,4893,-2.2,103.07,-1780,"1979.05.30",1979
