"stock_code","cb_all","label_all","category","title1","date","news","urls","number","stand","news_num","업종.x","year","매출액","자산총계","영업이익률","부채비율","EPS","buildingyear","Psell","amount","low","recovery","recovery_day","low_day","Pratio","low_day2","recovery_day2"
39130,"하나투어",2674,"실적부진","하나투어, 1Q 영업익 컨센서스 하회로 9%대 급락","2018-05-04","[머니투데이 신아름 기자] 하나투어가 1분기 컨센서스를 밑도는 저조한 실적을 기록하며 주가도 급락했다.하나투어는 4일 오전 11시 3분 현재 전일 대비 9.17% 하락한 10만9000원에 거래되고 있다. 하나투어의 주가 급락에 VI(변동성완화장치)도 2단계까지 발동됐다.하나투어는 올 1분기 연결 기준 매출액 2293억원, 영업이익 120억원으로 전년 동기 대비 각각 19%, 11% 상승했다. 그러나 영업이익이 컨센서스인 160억원을 하회하면서 투심이 악화되는 모습이다.황현준 이베스트투자증권 연구원은 ""평균 ASP가 전년 동기 대비 6% 감소했고, 호텔 사업의 적자폭 확대됐다""며 ""면세점이 지난분기와 비슷한 40억원대의 적자를 기록하면서 영업이익이 시장기대치를 하회했다""고 분석했다.","https://finance.naver.com/news/market_special_read.nhn?article_id=0004047253&office_id=008&type=title&keyword=",2831,1,4,"여행사 및 기타 여행보조 서비스업",2018,6823,6047,5.98,150.44,1116,1993,14000,746813,"infinity","infinity","infinity","infinity",0.116182572614108,"infinity","infinity"
39130,"하나투어",1999,"실적부진","하나투어, 1Q 실적 부진 영향에 하락","2018-05-18","[이데일리 윤필호 기자]하나투어(039130)가 올해 1분기 실적 부진 여파에 하락하고 있다.18일 오전 9시21분 현재 하나투어 주가는 전 거래일 대비 1.93%(2000원) 하락한 10만1500원에 거래되고 있다. 박성호 유안타증권 연구원은 “올해 본사 및 면세점 실적은 ‘상저하고’의 흐름이 예상된다”며 “이에 주가는 2분기부터 쉬어가는 흐름이 나타날 수 있지만, 3분기부터는 점진적인 우상향 흐름이 기대된다”고 분석했다.1분기 연결기준 하나투어 매출액은 전년동기대비 19% 오른 2293억원, 영업이익은 11% 증가한 120억원 등을 기록했다. 박 연구원은 “영업이익 기준으로 시장 기대치(컨센서스)를 25% 가량 하회했다”며 “컨센서스 하회는 본사 감익과 마크호텔(순손실 -15억원), 하나투어ITC(순손실 -7억원) 적자 등에 기인한다”고 설명했다.그는 “중단거리 중심의 패키지 믹스변화, 황금연휴 부재, 6월 지방선거 효과등으로 인해 약세가 예상된다”며 “다만 올 3분기부터 지방선거 관련 이연수요가 발생, 기저효과로 인해 긍정적일 것”이라고 판단했다.윤필호 (nothing","https://finance.naver.com/news/market_special_read.nhn?article_id=0004104884&office_id=018&type=title&keyword=",2835,1,5,"여행사 및 기타 여행보조 서비스업",2018,6823,6047,5.98,150.44,1116,1993,2000,177661,"2018-05-30","infinity","infinity","7",0.0195121951219512,"3-8","infinity"
39130,"하나투어",641,"투자의견하향","""하나투어, 최근 주가 하락 과도해""","2018-06-19","
자료 제공 = SK증권SK증권은 19일 하나투어에 대해 최근 주가 하락은 과도한 수준이라며 투자의견은 '매수', 목표주가는 16만원을 유지했다.하나투어의 주가는 전날 크게 급락했다. 지난 15일 원화가치가 크게 하락한 이후 전날에도 원화가치 하락이 이어지며 투자심리가 위축된 것이 가장 큰 원인이다. 여기에 오사카에서 발 생한 규모 5.9 의 지진이 여행 수요 위축에 대한 우려를 확대했다. 손윤경 SK증권 연구원은 ""급격한 원화 가치 하락은 출국수요 위축 요인이기는 하다""면서도 ""향후 환율의 변동을 살펴봐야 할 것이나 현재까지의 현상으로는 주가 하락이 다소 과도해 보인다""고 말했다.실제 출국수요는 일시적으로 전염병 및 자연재해, 지정학적 리스크 등이 수요에 직접적으로 영향을 주는 기간을 제외하고 원화가치 변화에 민감하다. 다만 원화 가치가 현수준에서 급격한 추가 하락만 없다면 출국수요 증가율 둔화에 대한 우려를 과도하게 할 필요는 없을 것으로 보인다. 전년도 하반기 원·달러 환율이 1100원 수준 이상에서 유지됐던 만큼 현재의 환율 수준이 전년 대비 높은 수준은 아니기 때문이다.손 연구원은 ""전날 발생한 오사카 지진은 최근 급증하고 있는 일본 관광수요를 위축시킬 수 있는 요인""이라면서도 ""그러나 오사카 지역이 관광이 꺼려지더라도 일본내에서도 다른 지역으로 관광지를 변경해 갈 수 있는 대안 또한 많기 때문에 오사카 지진 영향은 크지 않을 것""이라고 설명했다.[디지털뉴스국 김경택 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004170294&office_id=009&type=title&keyword=",2840,1,1,"여행사 및 기타 여행보조 서비스업",2018,6823,6047,5.98,150.44,1116,1993,1100,93734,"infinity","infinity","infinity","infinity",0.0120218579234973,"infinity","infinity"
39200,"오스코텍",2895,"비리의혹","제약·바이오, 삼성바이오 '회계위반' 충격에 동반 하락","2018-05-02","삼성바이오로직스 분식회계 파문으로 제약·바이오주들이 회계처리 방식이 다시 도마에 오르면서 동반 하락세를 보이고 있다.2일 오전 9시11분 삼성바이오로직스(207940)는 전 거래일 대비 8만3000원 내린(-17.01%) 40만5000원에 거래되고 있다.전날 금융감독원은 삼성바이오로직스를 특별감리한 결과 회계처리 위반이 있었던 것으로 잠정 결론내렸다. 금감원은 ""삼성바이오로직스가 2015년 종속회사였던 삼성바이오에피스를 관계회사로 인식해 자산과 이익을 부풀렸다""고 판단했다. 다음달 열리는 금융위원회 산하 증권선물위원회에서 제재 수위가 결정될 전망이다.금감원이 현재 제약·바이오주 10곳을 대상으로 개발비 회계처리 방식에 대한 테마감리를 진행 중인 상황이라 이번 감리 결과가 투자심리를 약화시키고 있다.유가증권시장에서 셀트리온(068270)이 1%대의 하락세를 보이고 있고, 삼일제약(000520)(-8.74%), 한올바이오파마(009420)(-6.22%), 동성제약(002210)(-6.03%), 우리들제약(004720)(-5.04%), 파미셀(005690)(-4.91%) 등도 동반 하락중이다.코스닥시장에서 셀트리온제약(068760), 셀트리온헬스케어(091990)등도 1~2% 대 내리고 있고, 이 외에 오스코텍(039200)(-8.13%), 팬젠(222110)(-7.24%) 이수앱지스(086890)(-6.64%), 메디포스트(078160)(-6.08%), 차바이오텍(085660)(-6.05%) 등 제약바이오 종목 대부분이 하락세다.[김유정 기자 kyj","https://finance.naver.com/news/market_special_read.nhn?article_id=0000405068&office_id=366&type=title&keyword=",2114,1,1,"의약품 제조업",2018,39,549,-41.89,37.26,-147,1998,-300,826836,"2018-05-03","2018-05-09","4","1",-0.0120481927710843,"1-2","1-8"
39230,"에이아이비트",13757,"호황무산","폭스브레인, 최대주주 변경 무산…52주 신저가","2017-08-28","[이데일리 이명철 기자] 폭스브레인(039230)이 최대주주 변경 관련 계약이 해지됐다는 소식에 급락세다.28일 오후 1시19분 현재 폭스브레인 주가는 전거래일대비 8.90% 내린 1740원을 기록 중이다. 최근 3거래일째 하락세다. 장중에는 11.78% 내린 1685원으로 최근 1년(52주) 내 가장 낮은 수준까지 떨어지기도 했다. 경영권 변경 무산에 따른 여파로 매도세가 나타나는 것으로 풀이된다.회사는 지난 25일 장 종료 후 준파투자조합외 1인이 네모파트너즈홀딩즈 주식회사와 체결한 약 125억원 규모 최대주주 변경 수반 주식 양수도 계약이 해지됐다고 공시했다. 사유는 대금 미지급이다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0003908756&office_id=018&type=title&keyword=",2009,1,1,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017,353,389,-35.33,170.13,-614,1996,170,1953420,"2017-09-07","infinity","infinity","8",0.0904255319148936,"3-8","infinity"
39230,"에이아이비트",13098,"패소","폭스브레인, 2심 패소 결정에 약세","2017-09-14","[이데일리 최정희 기자] 폭스브레인(039230)은 에이에스이와의 물품대금 및 선급금 청구소송에서 2심 패소 판결을 받아 주가가 하락하고 있다. 14일 마켓포인트에 따르면 폭스브레인은 이날 오전 9시 6분 현재 전 거래일보다 6.46% 하락한 1266원에 거래되고 있다. 폭스브레인은 이날 장 개장 전 공시를 통해 “서울고등법원으로부터 에이에스이에 38억원(이자 제외)의 물품대금 및 선급금을 지급하라는 판결을 받았다”고 밝혔다. 이는 자기자본의 16.45%에 해당하는 금액이다. 폭스브레인은 이와 관련해 에이에스이의 시스템 최종 공급자인 솔브레인(036830)에 구상권을 행사할 방침이다. 이에 따라 솔브레인 주가도 0.61% 하락해 약세를 보이고 있다.최정희 (jhid0201","https://finance.naver.com/news/market_special_read.nhn?article_id=0003922656&office_id=018&type=title&keyword=",2010,1,1,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017,353,389,-35.33,170.13,-614,1996,5,930160,"2017-09-26","infinity","infinity","8",0.00393700787401575,"3-8","infinity"
39490,"키움증권",14757,"국내증시위기","증권주, 코스피 미끌어지자 일제히 하락","2017-07-28","국내 주식시장이 큰 폭으로 조정을 받자 증권주가 일제히 약세를 보이고 있다.28일 오후 2시 43분 현재 미래에셋대우(006800), NH투자증권(005940), 한국금융지주(071050), 삼성증권(016360)등 대형 증권주뿐만 아니라 메리츠종금증권(008560), 키움증권(039490), 유안타증권(003470)#, 대신증권(003540), 한화투자증권(003530), 유진투자증권(001200), 교보증권(030610), 현대차투자증권 등 중소형 증권주까지 모두 하락하고 있다.김예은 케이프투자증권 연구원은 “증권업황은 주식시장의 거래량이나 주가의 상승·하락에 민감하다”며 “때문에 오늘 코스피·코스닥 지수가 하락하자 증권주도 약세를 보이고 있다”고 설명했다.또 그는 “최근 증권주가 많이 오르기도 해서 차익실현 매물이 나오는 측면도 있다”고 지적했다.이날 코스피지수는 장중 40포인트 넘게 하락하며 장중 2400선 아래로 떨어지기도 했다. 코스닥지수도 현재 2% 넘게 떨어져 650선 위를 간신히 유지하고 있다.[박현익 기자 beepark","https://finance.naver.com/news/market_special_read.nhn?article_id=0000377972&office_id=366&type=title&keyword=",2647,1,1,"금융 지원 서비스업",2017,9437,88571,24.45,609.68,8142,2000,3400,112333,"2017-08-09","infinity","infinity","8",0.0389908256880734,"3-8","infinity"
39490,"키움증권",12702,"이자율인하","키움증권, 신용거래융자 이자율 인하에 약세","2017-09-25","[머니투데이 김훈남 기자] 키움증권이 신용거래융자 이자율 인하소식 여파로 장초반 3% 가까운 약세를 보이고 있다.25일 오전 9시22분 현재 키움증권은 전 거래일대비 2.98% 하락한 7만5000원에 거래 중이다.금융투자업계 등에 따르면 키움증권은 11월부터 신용거래 이자율 인하 방안을 시행한다. 최고 연 11.8% 수준인 1~15일 기준 이자율을 각각 1~7일은 연 7.5%, 8~15일은 연 8.5%를 적용키로 했다. 16~ 90일은 연 9.0%, 90일 초과는 연 9.5%의 이자율이 적용된다. 현재 키움증권은 1~15일(11.8%), 16~30일(9.8%), 31~60일부터는 8.8%의 이자율을 적용하고 있다. 30일 이하는 기존보다 큰 폭으로 낮추는 대신 30일 이상은 올리는 방식으로 이자율을 조정한 것이다. (관련기사 바로가기 ☞[단독]키움證, 신용거래 이자율 최고 4.3%p 내린다)이에 대해 임수연 하나금융투자 연구원은 최근 리포트에서 ""증권업 지수 하락 국면에서 키움증권은 타 증궈사 대비 크게 하락했다""며 ""거래대금 감소에 따른 이익감소와 증권사 무료수수료 이벤트 증가에 따른 고객 이탈, 신용융자 이자율 인하에 따른 이익감소 우려 등에 따른 것""이라고 밝혔다.TOM칼럼-깊이있는 투자정보","https://finance.naver.com/news/market_special_read.nhn?article_id=0003939985&office_id=008&type=title&keyword=",2648,1,1,"금융 지원 서비스업",2017,9437,88571,24.45,609.68,8142,2000,3200,304807,"2017-09-27","2017-11-13","29","2",0.0423280423280423,"1-2","16-30"
39490,"키움증권",11091,"실적부진","키움증권, 어닝쇼크 소식에 하락","2017-11-14","[아시아경제 최동현 기자] 키움증권이 어닝쇼크 소식에 하락세다.14일 오전 9시44분 현재 키움증권은 전장 대비 2400원(2.95%) 내린 7만8900원에 거래중이다.키움증권은 3분기 연결기준 잠정 영업이익이 전년 동기 대비 19.4% 감소한 434억원으로 집계됐다고 전날 공시했다. 당기순이익 역시 25.2% 감소한 322억원을 기록했다.최동현 기자 nell","https://finance.naver.com/news/market_special_read.nhn?article_id=0004117910&office_id=277&type=title&keyword=",2649,1,3,"금융 지원 서비스업",2017,9437,88571,24.45,609.68,8142,2000,-600,184403,"increase","increase","increase","increase",-0.0075,"increase","increase"
39490,"키움증권",8052,"국내증시위기","증권株, 지수 급락에 ‘털썩’","2018-02-05","[이데일리 유재희 기자] 미국발 금리 악재에 지수가 급락하면서 증권주가 큰 폭으로 떨어지고 있다. 증시 위축 가능성에 증권주에 대한 투자심리가 악화된 것으로 보인다. 5일 오전 9시 24분 현재 KRX 증권업종 지수는 2.49% 급락하며 업종하락률 1위를 기록 중이다. 종목별로는 KTB투자증권(030210), 대신증권(003540) 유안타증권(003470) 한화투자증권(003530)이 3%대 내림세고 현대차투자증권(001500) DB금융투자(016610) 교보증권(030610) 유진투자증권(001200) 키움증권(039490) 삼성증권(016360) 한양증권(001750) 미래에셋대우(006800) 등도 1~2%대의 하락률을 나타내고 있다. 증권주는 증시 활황 및 주식 거래가 활발할 때 수혜를 보는 업종으로 이날 지수가 큰폭으로 내리자 줄줄이 하락세로 돌아섰다.유재희 (jhyoo76","https://finance.naver.com/news/market_special_read.nhn?article_id=0004026815&office_id=018&type=title&keyword=",2652,1,1,"금융 지원 서비스업",2018,12163,115906,25.97,649.14,10870,2000,-1000,106509,"2018-02-07","2018-02-19","8","2",-0.00956937799043062,"1-2","1-8"
39490,"키움증권",7094,"자금조달","키움증권, 3500억원 규모 RCPS 발행 결정에 '약세'","2018-02-21","[이데일리 오희나 기자] 키움증권이 3500억원 규모 상환전환우선주(RCPS) 발행을 결정하면서 약세를 보이고 있다.21일 오전 9시9분 현재 키움증권(039490)은 전거래일보다 1000원(-0.96%) 내린 10만3500원에 거래되고 있다.  전날 키움증권은 상환전환우선주 3552억원 규모를 발행한다고 발표했다. 신주 발행가액은 10만7859원으로 배당수익률은 최초 2년간은 4.1%, 3년 부터는 금융채에 2.172%를 더해 제공키로 했다.원재웅 NH투자증권 연구원은 “키움증권은 상환우선주 발행으로 자기자본은 1조5000억원에서 1조9000억원까지 증가할 것”이라며 “증가된 자금을 통해 자본시장에서의 시장지배력을 더욱 확대할 전망”이라고 말했다. 원 연구원은 “발행자금은 향후 PI투자 및 신사업 확대, M&A;자금 등으로 활용될 전망”이라며 “또한 자기자본이 증가하면서 자연스럽게 신용공여 확대로 연결된다는 점이 의미가 있다”고 판단했다.오희나 (hnoh","https://finance.naver.com/news/market_special_read.nhn?article_id=0004039801&office_id=018&type=title&keyword=",2653,1,1,"금융 지원 서비스업",2018,12163,115906,25.97,649.14,10870,2000,-2000,129271,"2018-03-05","2018-03-09","11","7",-0.019047619047619,"3-8","8-11"
39490,"키움증권",5171,"제품불량","신라젠, 이틀째 하락…11만원 선 아래로","2018-03-23","【서울=뉴시스】장서우 기자 = 코스닥 시장 시가총액 2위 기업 신라젠(039490)이 이틀째 하락 중이다.23일 오전 9시10분 현재 신라젠은 코스닥 시장에서 전 거래일보다 3.71%(4200원) 내린 10만9100원에 거래되고 있다.지난 22일 신라젠은 전 거래일(12만5700원)보다 9.86%(1만2400원) 급락한 11만3300원에 마감했다. 장 초반 12만원 선을 웃돌며 상승세를 타던 주가는 현재 진행 중인 임상이 중단됐다는 루머가 돌면서 오후 2시께부터 급락하기 시작했다. 신라젠 측은 루머가 사실이 아니라고 해명했지만, 신라젠 주가 하락의 여파로 이날 코스닥 지수는 전 거래일(885.55)보다 13.93포인트(1.57%) 내린 871.62로 주저앉았다.suwu","https://finance.naver.com/news/market_special_read.nhn?article_id=0008502539&office_id=003&type=title&keyword=",2654,1,1,"금융 지원 서비스업",2018,12163,115906,25.97,649.14,10870,2000,1000,101301,"increase","increase","increase","increase",0.00952380952380952,"increase","increase"
39490,"키움증권",1484,"유럽이슈","증권株, 유럽발 리스크에 동반 ‘약세’","2018-05-30","[이데일리 이광수 기자] 증권주(株)가 유럽발 리스크에 따른 국내·외 증시 부진에 동반 하락세다.  30일 오전 10시 현재 NH투자증권(005940)은 전 거래일 보다 700원(4.14%)하락한 1만 6200원에 거래되고 있다. 이 밖에도 한국금융지주(071050)(4.08%), 미래에셋대우(006800)(3.46%), 키움증권(039490)(2.36%), SK증권(001510)(1.67%)등도 1~4%대 하락세다.이탈리아 연정 실패와 스페인 총리 불신임투표 등 유럽 불확실성 부각되며 국내·외 증시가 하락한데 따른 영향으로 풀이된다. 강승원 NH투자증권 연구원은 “이탈리아 정정 불안의 영향으로 중장기적으로 반(反) EU 분위기가 확산돼 시장 부담이 크게 확대됐다”고 설명했다.이광수 (gs88","https://finance.naver.com/news/market_special_read.nhn?article_id=0004114301&office_id=018&type=title&keyword=",2655,1,1,"금융 지원 서비스업",2018,12163,115906,25.97,649.14,10870,2000,3500,215582,"infinity","infinity","infinity","infinity",0.0277777777777778,"infinity","infinity"
39490,"키움증권",647,"국내증시위기","증시급락·금리인상 우려…증권株 ‘약세’","2018-06-18","[이데일리 이명철 기자] 증권주가 국내 주가지수 급락과 금리 인상에 따른 수익 저하 우려에 일제히 하락세를 나타내고 있다.18일 오후 1시 48분 현재 유안타증권(003470)과 NH투자증권(005940) 주가는 전거래일대비 각각 4.65%, 4.38% 내린 4205원, 1만5300원을 기록 중이다. 키움증권(039490) KTB투자증권(030210) 유진투자증권(001200) 골든브릿지증권(001290) 교보증권(030610) DB금융투자(016610) 메리츠종금증권(008560) 대신증권(003540) 한화투자증권(003530) SK증권(001510) 미래에셋대우(006800) 삼성증권(016360) 등도 약세다. 수익성과 대외환경에 불안을 느낀 투자자들이 빠져나가는 양상이다.통상 증시가 부진할 경우 거래대금이 감소해 증권사는 매매거래 수수료와 신용공여 이자 등 이익에서 영향을 받는다. 또 미국의 금리 인상이 본격화되면서 채권금리 상승에 따른 평가손실 등도 불확실성으로 지목 받는 것으로 풀이된다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0004128657&office_id=018&type=title&keyword=",2656,1,1,"금융 지원 서비스업",2018,12163,115906,25.97,649.14,10870,2000,4000,160434,"2018-06-28","infinity","infinity","8",0.0347826086956522,"3-8","infinity"
39610,"화성밸브",4993,"대주주지분처분","화성밸브, 자사주 처분 소식에 약세","2018-03-27","화성밸브가 자사주 처분 소식에 장 초반 약세다.27일 오전 9시 9분 현재 화성밸브는 전일 대비 260원(3.08%) 내린 8170원에 거래되고 있다.전날 화성밸브는 자사주 20만주를 시간외대량매매로 처분하기로 결정했다고 공시했다. 처분 대상 주식가격은 8010원이며 처분예정금액은 16억200만원이다. 처분예정일은 오는 27일이다.회사 측은 ""재무 건전성 강화 및 유통주식 물량 증대를 통한 주식거래 활성화를 위한 것""이라고 설명했다.[디지털뉴스국 김경택 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004122392&office_id=009&type=title&keyword=",3328,1,1,"일반 목적용 기계 제조업",2018,437,808,5.24,45.36,229,1987,390,576187,"2018-04-06","2018-04-30","24","8",0.0461538461538462,"3-8","16-30"
39610,"화성밸브",2768,"북한이슈","남북경협株, 차익 매물 출회…일제히 약세","2018-05-03","[이데일리 이명철 기자] 남북 정상회담을 전후로 급등세를 나타냈던 남북 경협 테마주가 일제히 하락세를 나타내고 있다.3일 오전 10시 현재 푸른기술(094940) 주가는 전일대비 6.45% 내린 1만4500원을 기록 중이다. 다른 남북 철도 테마주인 현대로템(064350) 리노스(039980) 남광토건(001260) 대호에이엘(069460) 현대정보기술(026180) 등도 하락세다. 북한 개발 수혜주로 부각 받은 시멘트업체인 현대시멘트(006390) 성신양회(004980) 삼표시멘트(038500) 고려시멘트(198440) 아세아시멘트(183190) 한일시멘트(003300) 등도 떨어지고 있다. 대북송전주인 한전KPS(051600) 보성파워텍(006910) 이화전기(024810) 선도전기(007610) 세명전기(017510) 제룡전기(033100) 광명전기(017040)와 가스관 테마주 화성밸브(039610) 동양에스텍(060380) 동양철관(008970) 하이스틸(071090) 삼강엠앤티(100090) 등도 약세다. 이밖에 남해화학(025860) 다스코(058730) 지엔씨에너지(119850) 현대엘리베이(017800)터 제이에스티나(026040) 등 남북 경협주들이 일제히 부진한 주가 흐름을 나타내고 있다.단기간 주가 급등에 따른 차익 매물 출회 등이 영향을 미치는 것으로 풀이된다. 정훈석 한국투자증권 연구원은 “단기적으로는 남북 해빙무드로 인한 경제협력 기대감으로 급등세를 보였던 종목들은 ‘소문에 사고 뉴스에 팔아라’ 격언에서 자유로울 수 없을 것”이라며 “남북경협에 대한 기대로 초강세를 보인 종목들은 언제든지 차익매물이 대거 출회될 수 있는 만큼 주의가 필요하다”고 진단했다. 그는 또 “실제 40여개로 구성한 남북경협 관련주들의 주가 흐름을 보면 코스피대비 초과수익률이 100%포인트에 육박하는 등 주가가 유례 없는 과속상태에 들어서 있다”고 덧붙였다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0004093587&office_id=018&type=title&keyword=",3329,1,1,"일반 목적용 기계 제조업",2018,437,808,5.24,45.36,229,1987,90,351502,"2018-05-08","2018-05-09","3","2",0.00976138828633406,"1-2","1-8"
39610,"화성밸브",987,"미국이슈","북미 정상회담 앞두고 개성공단株 약세","2018-06-11","[이데일리 이광수 기자] 북미 정상회담을 하루 앞두고 남북경협주로 주목받았던 개성공단 관련주가 약세를 보이고 있다. 11일 오전 9시 45분 현재 좋은사람들(033340)은 전 거래일 보다 260원(3.72%)하락한 6720원에 거래되고 있다. 신원(009270)과 인디에프(014990) 등도 1%대 내림세다. 같은 시각 화성밸브(039610)와 조광ILI(044060)등 가스관주도 1~2%대 하락세다. 한편 도널드 트럼프 미국 대통령과 김정은 북한 국무위원장은 지난 10일 정상회담 장소인 싱가포르에 도착했다.이광수 (gs88","https://finance.naver.com/news/market_special_read.nhn?article_id=0004122839&office_id=018&type=title&keyword=",3330,1,1,"일반 목적용 기계 제조업",2018,437,808,5.24,45.36,229,1987,-450,2260326,"infinity","infinity","infinity","infinity",-0.0342205323193916,"infinity","infinity"
39840,"디오",6045,"실적부진","디오, 지난해 영업익 237.6억…전년비 10.7%↓","2018-03-09","[헤럴드경제=증권팀] 디오는 지난해 연결기준 영업이익이 237억6174만원으로 전년대비 10.7% 감소했다고 9일 공시했다.같은 기간 매출액은 945억3860만원으로 7.4% 늘어난 것으로 나타났다.당기순이익은 110억7656만원으로 47.1% 감소한 것으로 집계됐다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001363849&office_id=016&type=title&keyword=",1000,1,1,"의료용 기기 제조업",2018,945,1757,25.13,45.24,658,1988,-500,147248,"increase","increase","increase","increase",-0.0128205128205128,"increase","increase"
39980,"리노스",16165,"최대주주변경","리노스, 최대주주 변경 소식에 급락","2017-06-15","[이데일리 오희나 기자] 리노스(039980)가 최대주주가 변경된다는 소식에 장초반 급락세다. 15일 오전 9시10분 현재 리노스(039980)는 전거래일보다 7.92%(340원) 내린 3955원에 거래되고 있다.   전날 리노스는 최대주주인 스페스 유한회사 외 1명이 오디텍 외 1명과 최대주주 변경을 수반하는 주식 양수도 계약을 체결했다고 공시했다.  최대주주 변경 예정 일자는 7월 28일이고, 변경후 최대주주 오디텍 외 1명의 지분은 30.32%다.오희나 (hnoh","https://finance.naver.com/news/market_special_read.nhn?article_id=0003850479&office_id=018&type=title&keyword=",1107,1,1,"섬유, 의복, 신발 및 가죽제품 소매업",2017,1003,1051,4.1,52.19,76,1991,252.803347,3591806,"2017-06-21","infinity","infinity","4",0.0671736374474776,"3-8","infinity"
39980,"리노스",2768,"북한이슈","남북경협株, 차익 매물 출회…일제히 약세","2018-05-03","[이데일리 이명철 기자] 남북 정상회담을 전후로 급등세를 나타냈던 남북 경협 테마주가 일제히 하락세를 나타내고 있다.3일 오전 10시 현재 푸른기술(094940) 주가는 전일대비 6.45% 내린 1만4500원을 기록 중이다. 다른 남북 철도 테마주인 현대로템(064350) 리노스(039980) 남광토건(001260) 대호에이엘(069460) 현대정보기술(026180) 등도 하락세다. 북한 개발 수혜주로 부각 받은 시멘트업체인 현대시멘트(006390) 성신양회(004980) 삼표시멘트(038500) 고려시멘트(198440) 아세아시멘트(183190) 한일시멘트(003300) 등도 떨어지고 있다. 대북송전주인 한전KPS(051600) 보성파워텍(006910) 이화전기(024810) 선도전기(007610) 세명전기(017510) 제룡전기(033100) 광명전기(017040)와 가스관 테마주 화성밸브(039610) 동양에스텍(060380) 동양철관(008970) 하이스틸(071090) 삼강엠앤티(100090) 등도 약세다. 이밖에 남해화학(025860) 다스코(058730) 지엔씨에너지(119850) 현대엘리베이(017800)터 제이에스티나(026040) 등 남북 경협주들이 일제히 부진한 주가 흐름을 나타내고 있다.단기간 주가 급등에 따른 차익 매물 출회 등이 영향을 미치는 것으로 풀이된다. 정훈석 한국투자증권 연구원은 “단기적으로는 남북 해빙무드로 인한 경제협력 기대감으로 급등세를 보였던 종목들은 ‘소문에 사고 뉴스에 팔아라’ 격언에서 자유로울 수 없을 것”이라며 “남북경협에 대한 기대로 초강세를 보인 종목들은 언제든지 차익매물이 대거 출회될 수 있는 만큼 주의가 필요하다”고 진단했다. 그는 또 “실제 40여개로 구성한 남북경협 관련주들의 주가 흐름을 보면 코스피대비 초과수익률이 100%포인트에 육박하는 등 주가가 유례 없는 과속상태에 들어서 있다”고 덧붙였다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0004093587&office_id=018&type=title&keyword=",1108,1,1,"섬유, 의복, 신발 및 가죽제품 소매업",2018,1015,965,3.78,32.2,129,1991,210,4603459,"increase","increase","increase","increase",0.0617647058823529,"increase","increase"
40160,"누리텔레콤",17027,"실적부진","누리텔레콤 약세…1Q 적자전환 영향","2017-05-17","[아시아경제 박선미 기자]1분기 적자전환 실적을 발표한 누리텔레콤이 17일 약세다.이날 오후 2시19분 현재 누리텔레콤은 전일 대비 660원(6.86%) 하락한 8960원에 거래되고 있다. 외국인의 매도세가 강해지면서 지난 12일부터 4거래일 연속 주가가 하락해 1만선 밑으로 내려갔다.누리텔레콤의 적자전환 실적이 투자심리에 영향을 미쳤다. 누리텔레콤의 분기보고서에 따르면 1분기 연결기준 매출액은 59억3537만원으로 지난해 1분기 104억원의 절반 수준으로 줄었으며, 33억8000만원의 영업손실을 기록해 적자전환했다. 박선미 기자 psm82","https://finance.naver.com/news/market_special_read.nhn?article_id=0003995535&office_id=277&type=title&keyword=",747,1,1,"소프트웨어 개발 및 공급업",2017,513,815,15.32,48.23,538,1994,770,781097,"2017-05-25","infinity","infinity","6",0.08004158004158,"3-8","infinity"
40160,"누리텔레콤",6707,"실적부진","누리텔레콤, 지난해 영업익 17.7억…전년비 77.4%↓","2018-02-27","[헤럴드경제=증권팀] 누리텔레콤은 지난해 연결기준 영업이익이 17억7404만원으로 전년대비 77.4% 감소했다고 27일 공시했다.같은 기간 매출액은 1175억5880만원으로 129.1% 늘어난 것으로 나타났다.당기순이익은 67억2400만원의 손실을 기록해 적자전환했다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001359474&office_id=016&type=title&keyword=",748,1,1,"소프트웨어 개발 및 공급업",2018,1176,1400,1.77,184.59,-485,1994,90,322294,"2018-03-05","infinity","infinity","3",0.00895522388059702,"3-8","infinity"
